fund_name,type,order,aic,residuals
"ZAIS Opportunity Fund, Ltd Series A",Hedge Fund,"(1, 0, 0)",470.96663517787124,"[-1.55946808  2.33108197  4.9865258   0.2993808  11.36784064 -1.76602595
  0.74945262 -0.49296535  7.80531001 -0.15818762  0.04564799  1.05252308
 -0.64207393 -1.87409571  3.21147815 -2.12026385 -1.2153115   1.59268033
 -0.41378495 -0.29249734  1.97359898  0.39912825 -0.5113806   0.6803032
 -0.83208754 -0.48750415  1.2798934   1.81321641 -0.21856644  0.58211328
 -0.59668455 -0.46939966  1.56109558 -1.83727883 -1.01361409  0.12108197
  0.39679572 -1.56849462  0.44528278 -0.45369952 -0.16750415  0.24229776
 -0.40979584 -0.70630197  0.01439136 -0.6649017  -0.55710796 -0.28840919
 -0.29730605 -0.30600483  1.91109558 -1.42777406 -0.21440646 -0.49610388
  0.2198934  -1.49099802 -0.17181763  0.2871919  -0.40959775  0.07949721
  0.7876017  -2.39788672 -0.80532511 -1.28871994 -3.9111243   0.61563813
 -3.2405164  -5.26994934 -5.64989114 -4.10891428 11.36279675  1.26041211
 -2.65063282  0.94119463  7.14221232 -3.10449565  0.08160443  0.14870484
 -0.80569407  1.7698934   1.37252308 -1.50966957 -0.46020565 -0.50150687
 -0.97710796 -0.0678149  -0.69450551 -0.65261    -0.35961136 -0.62710796
 -0.07831014 -0.5447036   0.70709286 -1.28309162 -1.04811204  0.11818237
 -1.01750415 -1.18221381  0.24987979 -0.96900347]"
Stratus Fund Ltd. - Class E Shares (Euro 1.5X Leverage),Hedge Fund,"(0, 0, 0)",470.98294347186084,"[ 1.9000e-03 -2.5581e+00 -1.3881e+00 -3.4081e+00  6.0190e-01  1.2319e+00
 -1.7781e+00  1.9419e+00  5.5190e-01  8.0190e-01  1.3519e+00  2.6419e+00
  4.2190e-01 -4.8810e-01  1.3419e+00  1.7419e+00  6.5190e-01  2.4719e+00
 -3.7810e-01 -1.1481e+00  1.8019e+00 -2.0810e-01 -3.5581e+00 -9.8810e-01
  8.0190e-01 -1.1081e+00 -3.9810e-01  2.0190e-01 -8.0810e-01 -2.4381e+00
 -6.8810e-01 -7.8810e-01  1.8719e+00  1.0190e-01  2.5190e-01 -3.6810e-01
 -1.0881e+00 -2.6281e+00 -2.2081e+00 -2.7081e+00 -2.9881e+00  2.0519e+00
  3.1019e+00  1.1019e+00  1.1900e-02  3.9190e-01 -5.3810e-01 -9.4810e-01
  1.4619e+00 -1.0810e-01 -1.8810e-01  1.7819e+00  2.3319e+00  2.3219e+00
  1.7519e+00  3.5190e-01  4.6119e+00  1.7319e+00  3.0190e-01 -6.3810e-01
 -6.0810e-01 -4.5281e+00  5.4219e+00  1.4819e+00  7.1419e+00 -2.1681e+00
  2.3019e+00 -9.2810e-01  3.8219e+00  2.1619e+00 -1.2281e+00 -2.7981e+00
 -2.9781e+00 -1.9681e+00  8.8190e-01 -4.0781e+00 -5.9810e-01  3.4119e+00
 -6.4781e+00  7.6190e-01  7.6190e-01  2.5519e+00 -3.9810e-01 -2.7810e-01
 -3.8810e-01 -3.1481e+00  1.9719e+00  2.0119e+00 -1.1810e-01  3.4519e+00
 -1.9081e+00 -2.1981e+00  4.1119e+00 -8.3781e+00  1.9419e+00 -3.9681e+00
  2.4919e+00 -9.3810e-01 -7.4081e+00  3.2519e+00]"
Falcon Point Long/Short Tax Exempt Fund,Hedge Fund,"(0, 0, 0)",471.00688526432344,"[-1.9901 -3.4601  0.5299 -5.3201  4.3699  4.2399  1.7999  2.8899  0.0799
  0.8999 -0.0701 -1.2701 -3.4801  1.9299  1.3499 -0.1801 -6.5301  1.0799
 -0.4701 -0.5301 -1.9301  3.4399  2.6599 -1.2001 -4.0001 -2.3901 -1.2601
  0.0299  3.4199 -4.7401 -3.1401 -1.8301  3.3199  1.2699  3.2599 -3.4301
  2.0699  3.9699  3.7099  0.5699  1.1499  0.7099  0.2299  4.7699 -0.3701
  0.8999 -3.9401 -2.8501 -4.4301  1.6799 -4.7601  2.5399  0.5799  5.4599
  0.4999  0.6999 -3.0201  0.5099 -1.0501 -3.7901  1.7899  2.4599  2.0999
 -1.9701 -3.0101 -0.1501 -1.5501 -1.3501 -0.3801 -3.3901  2.8199  1.0699
  1.1299  0.3099  1.3799 -3.4701 -0.0101 -2.3101  3.2699  0.8499 -3.1401
 -0.7301  1.5999 -1.3501 -0.8601  0.8199  0.5899  0.5599  1.6499  0.2999
 -0.7401  0.4699  3.3699 -0.6601 -2.3801  1.8399  0.7099 -1.8601  0.9199
  4.1199]"
Wexford Offshore Catalyst Fund Limited Class A,Hedge Fund,"(1, 0, 0)",471.12282586710194,"[-5.22000000e+00 -4.58198841e-01  1.89691889e+00 -7.76945081e-01
  4.76237595e+00  9.28459892e-01  1.58143623e+00  2.47519601e+00
 -1.30010418e+00  2.13109659e+00  1.12738920e+00  4.18851318e-01
 -3.35300253e+00 -9.61723472e-01  2.08206251e+00 -3.42858997e+00
 -5.39869475e+00  6.46232326e+00 -1.69613544e+00 -1.17853788e+00
  3.78767614e+00 -8.30469712e-01 -1.89522191e+00 -1.02428338e-01
 -2.52900789e+00  3.20208661e-01 -2.19556184e-01  1.00595297e+00
  8.58094062e-01  2.29660664e-01  2.49556184e-01  2.16386427e+00
  1.26253282e+00 -1.88582229e+00  1.63391636e+00  1.05250662e+00
 -5.18955499e-01 -2.30321149e+00  2.79407293e+00 -4.32245274e-01
  2.55514362e+00  9.33916655e-01  8.85131784e-03  1.41616193e+00
 -3.33263580e-01  3.35532639e+00 -9.44229497e-01  2.65326388e-01
  1.04459533e+00  4.60626641e+00 -4.28712755e+00  2.09911207e+00
 -1.56409912e+00  6.80339336e-01  4.70156660e+00  6.07575550e-02
 -5.03629111e-01  2.12624021e+00 -1.09976485e+00  4.27558744e+00
 -1.96861586e+00 -2.24992171e+00 -3.00180176e+00 -2.51000030e+00
 -1.82678881e+00 -1.22099241e+00 -1.57610984e+00 -4.76235005e+00
 -1.93279417e+00 -2.02339455e+00  9.95689269e+00  3.26287275e+00
  2.48519631e+00  1.94524840e+00 -4.11383538e-01  3.31524810e+00
  1.40485668e+00  1.03070517e+00  2.19830302e+00  2.11263730e+00
  1.34569431e-01 -6.30522101e-01 -1.19321328e-02 -5.69451704e-01
 -6.86344694e-01  3.32088703e-01  1.30981723e+00 -1.76804167e+00
  2.12804167e+00  6.19765144e-01  1.76083644e-01  3.10313320e+00
  1.00989582e+00 -3.06297633e+00  5.84255692e-01  3.30127936e+00
  2.47365560e+00 -3.96174907e+00  3.46342015e+00 -1.03874654e+00]"
Optima Partners Focus Fund (A),Fund of Funds,"(1, 0, 1)",472.0784170091385,"[-4.02000000e+00 -2.15148385e+00  1.36420716e+00 -2.62687327e+00
  7.25871501e+00  1.60426225e+00  3.00429864e-01  3.32371980e+00
  7.22189810e-03  1.50905349e+00 -3.17296022e-01  1.52450901e+00
 -1.27895571e+00 -1.60118633e+00 -1.34166669e+00 -3.92041222e+00
 -2.78464868e+00  3.88831967e+00 -2.11214973e+00 -3.14371642e-01
  4.37178287e+00  3.01811620e+00  1.03866125e+00 -1.84867684e+00
 -3.82631313e+00  9.89690033e-01 -3.58331720e-01  4.76932337e+00
  1.66191364e+00  3.48970333e-02  1.68872856e+00  1.92077266e+00
  6.82537788e+00 -7.80324749e-01  3.10471155e+00  4.88884907e-02
  2.71179001e+00 -1.13237320e+00  6.91621331e-01 -1.84178162e+00
  1.24423876e+00  1.95562600e+00  1.49363937e+00  2.73558200e+00
 -1.74293376e+00  2.91616057e+00 -4.33502501e+00 -2.99846369e+00
  3.79296317e+00  1.05987006e+00 -1.78568118e+00  1.79373585e+00
 -1.43663811e+00 -1.84245066e+00  3.45154812e+00  3.63171023e-01
 -2.16378100e+00  4.64925253e+00 -3.08817516e-02 -2.23222871e+00
  2.41931444e+00 -9.63571526e-01 -2.80197837e-01 -4.67356731e+00
 -6.47895327e+00  3.29127390e+00  1.93396124e+00 -3.16253447e-01
 -6.38915582e+00 -1.54525736e+00  1.66046783e+00  5.09440503e-01
  2.02794180e+00 -1.19517915e-01  2.19542835e+00  8.06800251e-01
  1.24038896e+00 -3.17438462e-01  9.55437859e-01 -8.64880464e-02
  2.84247719e+00  2.39187234e-01 -3.89999677e-01  1.44547956e+00
 -1.26880565e+00 -2.29119324e-01  2.93997561e+00  8.07283305e-01
 -4.03882787e-01  1.83578314e+00 -5.24732839e-01 -2.66490487e-01
  3.33174240e+00 -3.22975392e+00 -1.12033379e+00  8.38842208e-01
  1.12881887e+00 -1.02717991e+00  4.84279547e-01 -1.18849693e-01]"
"ZAIS Opportunity Domestic Feeder Fund, LP Series A ",Hedge Fund,"(1, 0, 0)",472.56457952834916,"[-1.55872758e+00  2.33241156e+00  5.06598069e+00  4.12038099e-01
  1.16220756e+01 -1.96069321e+00  7.89288999e-01 -5.02500263e-01
  7.80544026e+00 -1.62435545e-01  4.41538899e-02  1.05209441e+00
 -4.02630679e-01 -1.98705740e+00  3.21727645e+00 -2.12125144e+00
 -1.21426137e+00  1.59407979e+00 -4.13870120e-01 -3.02052702e-01
  1.98850650e+00  3.94172661e-01 -5.21652069e-01  6.75030240e-01
 -8.27756402e-01 -4.86768407e-01  1.27073394e+00  1.81737871e+00
 -2.19443404e-01  5.82103797e-01 -5.96787178e-01 -4.68856042e-01
  1.55184296e+00 -1.84332030e+00 -1.01814765e+00  1.06717242e-01
  3.66148651e-01 -1.58094368e+00  4.69494498e-01 -4.67467414e-01
 -1.82462721e-01  2.51563362e-01 -4.19415247e-01 -7.21353696e-01
 -6.06940024e-03 -6.81353696e-01 -5.63292144e-01 -2.98846657e-01
 -3.07877433e-01 -3.16628606e-01  1.91045434e+00 -1.43401931e+00
 -2.29266061e-01 -5.06768407e-01  2.09345311e-01 -1.49191290e+00
 -1.66199816e-01  2.88096484e-01 -4.19135645e-01  7.44804198e-02
  7.92392785e-01 -2.40789620e+00 -8.09387091e-01 -1.29300316e+00
 -3.93522121e+00  6.21759476e-01 -3.25495099e+00 -5.27866931e+00
 -5.66682374e+00 -4.13055145e+00  1.14049937e+01  1.23756446e+00
 -2.65864214e+00  9.36288452e-01  7.13654928e+00 -3.11409439e+00
  8.62790666e-02  1.59056323e-01 -8.19694850e-01  1.77503963e+00
  1.36209441e+00 -1.51610694e+00 -4.65100176e-01 -5.06349003e-01
 -9.81903516e-01 -7.23135343e-02 -6.99405862e-01 -6.57318227e-01
 -3.64261368e-01 -6.31903516e-01 -7.30125411e-02 -5.33991151e-01
  6.93650997e-01 -1.28858582e+00 -1.05273294e+00  1.13800184e-01
 -1.02246272e+00 -1.19675902e+00  2.59913902e-01 -9.68296837e-01]"
SWMC Small Cap European Fund,Hedge Fund,"(1, 0, 0)",472.9603625275409,"[-5.56821514  0.30405367  1.66831066 -1.81327701  4.56484286  2.55210203
 -0.34955203  4.47380066  0.53847453  2.32431502 -1.29765843  1.05885613
 -0.02433685 -0.66472262 -2.13249199 -6.04917042 -3.8363321   3.83739289
 -1.84069171 -0.27469152  4.10240379  2.05640359 -0.07980921 -1.054257
 -7.39933011  1.346444    0.96755675 -0.1661506   0.33447472  0.83278956
  1.02157003  1.74169862  1.56946799 -0.8216717  -1.58725918  1.71813333
  1.42444361 -4.04066061  4.13267444 -0.53566734  4.092998    3.58754328
  1.63277609 -0.28074046  1.72413769  2.48604892 -1.31309968 -0.8040973
  0.79033285 -0.33446544 -3.39303747  0.86803584 -3.1116406  -0.75660275
  1.25020426 -2.05648763  1.24209786  3.68975627 -0.77406203  1.58253238
  0.79262986 -2.24910404  2.27163224 -3.68791561 -1.92639431  1.53036396
 -1.96125482 -0.23414605 -7.30464278 -0.32866022  0.62121536 -0.07902419
 -0.17552528 -8.53189778  2.38559261  1.91612877  0.29436376 -2.00708185
 -1.6749487   1.82095817  3.1355833   2.61534375  2.80226172 -1.29988906
  0.77261223 -1.09446544  0.20919317 -0.36733903 -0.03531684  2.63481175
 -1.22537905  1.08556567  1.57975627 -1.73247436 -2.18992433  1.32741052
 -2.13172044 -0.70461167  1.21919317 -0.40648763]"
Vision Opportunity Fund LP,Hedge Fund,"(2, 0, 0)",474.2673636917247,"[-0.38774266 -1.97702853  5.74793299 -0.42691559  4.3845388   8.7135668
  3.22075247  1.34309798  1.27137792 -0.84322629 -2.36813102  0.39706812
  1.02306947 -1.66107308 -1.04780469 -7.52041163  0.51638831  0.89281363
  3.18383047  6.24871084 -2.25128344 -1.70038983  2.55292613 -0.43144633
  0.17330403 -1.21436688  5.09405081  0.24482961 -2.4919147   0.66744753
 -1.55601045  2.43099336  0.78235186  0.7393625  -4.79002919  0.18042245
 -2.39434846 -1.90505906  0.43545556 -7.27294314  4.057479    1.29026078
  4.05624093  1.10683171 -2.97989884  0.84275429 -2.12851727 -0.58165361
  3.19537997  0.99005194 -2.13682962  0.78671895 -1.74769629  0.50300984
  0.23139773 -1.79819525 -1.66734101  4.30238473 -2.32141072 -1.35246836
 -0.21190637 -1.94119632 -1.97769702  1.39091306 -1.37392633  1.06155906
  0.25786635 -0.55145276 -3.86013222 -1.51711855  3.97354104 -1.13628745
  1.17615045  0.07905134 -0.41314661  0.36288738 -0.5890207  -2.51814396
 -0.10862959 -0.10120086  0.48414219  1.74705888 -2.47691692 -0.74844766
  1.84515902 -1.31353885 -1.79349237 -1.15462708 -0.19379491 -0.31573407
  1.85821139 -0.60534687  0.30749378 -3.38241294  3.75600307  0.42710988
 -1.28608917  0.71718811 -0.62127835 -1.45554766]"
Worch Capital Partners LP,Hedge Fund,"(0, 0, 0)",474.39276576848226,"[-1.5920e+00  1.5780e+00 -1.8620e+00 -6.0200e-01  1.2488e+01  2.6780e+00
 -8.3200e-01 -1.7220e+00  7.5800e-01  1.2180e+00  7.7800e-01  2.1180e+00
  5.8000e-02 -3.0520e+00 -2.1920e+00  2.1480e+00 -2.5620e+00 -2.3520e+00
 -5.2000e-02 -2.2120e+00 -1.1820e+00 -3.9200e-01  4.7080e+00 -1.3820e+00
 -1.3520e+00 -7.6200e-01 -4.6200e-01  3.9580e+00  1.4980e+00 -9.6200e-01
 -1.2520e+00 -1.4200e-01 -2.0120e+00 -6.5200e-01  1.0080e+00  2.7800e-01
 -2.2920e+00 -4.5200e-01  1.7280e+00 -1.9200e-01  5.3080e+00  1.6180e+00
  1.4380e+00  5.5180e+00  1.8880e+00  1.5880e+00 -2.4120e+00 -2.2120e+00
  7.8800e-01  3.6880e+00 -2.9120e+00  4.8880e+00 -6.1200e-01 -2.5120e+00
 -1.0120e+00 -3.8120e+00 -4.1120e+00  7.1800e-01  2.8800e-01 -1.6120e+00
  2.2880e+00  1.7580e+00 -7.6200e-01 -2.4220e+00 -1.3120e+00 -9.5200e-01
 -1.4920e+00 -5.3120e+00 -2.5120e+00 -8.1200e-01 -8.9200e-01 -6.1200e-01
 -1.4020e+00 -1.8220e+00 -1.1200e-01  1.2880e+00 -1.8920e+00 -2.2920e+00
 -2.4320e+00 -1.0920e+00  4.4800e-01  4.1080e+00 -5.2200e-01 -8.5200e-01
  2.0180e+00  2.0680e+00  1.8180e+00 -2.0000e-03 -1.3200e-01  5.8000e-02
 -2.0420e+00 -3.2920e+00  5.1280e+00 -2.0720e+00  1.4980e+00 -3.2220e+00
  2.2680e+00  3.6780e+00 -1.8320e+00  2.6680e+00]"
Superfund Blue SPC Class A (EUR),Hedge Fund,"(1, 1, 1)",475.0210386116652,"[ 5.40000000e+00 -8.12994827e+00 -3.50840637e+00 -2.79532418e-01
 -2.19339010e-01 -1.79156427e-01  2.48832981e+00  8.97871695e-01
 -5.26114488e-01  1.66952779e+00  4.87394121e-01 -3.75721930e-01
  1.39407402e+00 -5.12362457e-01 -4.40982180e+00 -1.58910574e-01
 -5.80390667e+00  1.05062057e+00 -9.95279952e-01 -1.22962028e+00
  2.49670018e+00  2.10936727e-01  2.84440551e-01 -3.59741475e-01
 -2.48650306e+00 -3.17774601e+00 -5.24279877e+00 -1.10538108e-01
 -2.11146445e-01  5.40944265e-01  1.19911648e+00  1.07533616e+00
  9.82903575e-01  3.38037863e+00  1.40947801e+00 -5.30523846e+00
  2.88434503e-01  5.17561720e+00  1.82553629e+00  1.63510680e+00
  1.60841576e+00  2.05436058e+00  3.14797108e+00 -7.29547067e-01
  1.55477065e-02  1.64124446e+00  1.36414379e-01  2.48283957e+00
  8.43086060e-02 -7.26826879e-01 -6.71259341e-01  8.55395087e-01
 -1.61828655e+00 -7.54035153e+00 -1.30974304e+00 -7.60039060e-01
 -3.15421388e+00  3.56658720e-01  6.44496870e+00 -1.06771814e+00
  3.71878096e+00  2.74191119e+00 -7.32923401e+00  3.79532330e+00
 -6.52273660e+00 -2.75839270e+00 -3.20950657e+00 -1.95613319e+00
  3.76859124e-01  5.50098120e-01  1.80529552e+00  3.80243089e+00
  1.07169526e+00 -1.93355148e+00  1.28211081e+00 -3.46077043e+00
  2.56345728e+00 -4.44753924e+00  1.76152652e+00 -9.43535421e-01
 -9.64168182e-01  2.39211109e-01  1.77655735e+00 -2.89262569e+00
 -5.69436435e-01  1.98553407e+00 -9.78323023e-01 -2.49291979e+00
 -7.34654094e-01 -2.20561593e+00 -1.92594292e+00  2.34769560e-01
  1.46156502e+00  5.05882277e-01 -1.38786726e+00  3.72844382e-02
 -2.26572653e+00 -2.72916793e+00 -5.53698694e-01  3.80468636e-03]"
"Wexford Catalyst Fund, L.P. Class A",Hedge Fund,"(1, 0, 0)",476.21884550155653,"[-5.81099447 -1.33450351  1.29552877 -1.14591576  4.29851173  0.85189985
  1.3366914   2.23483879 -1.47329979  1.6688846   0.85816821  0.11779534
 -3.70480595 -1.64003494  1.4755317  -3.76072785 -6.07040487  5.50140959
 -1.79736322 -1.63296801  3.25887286 -1.01144718 -2.32555462 -0.68854052
 -3.03112127 -0.34706958 -0.71445362  0.52628918  0.56185876 -0.14406314
 -0.15592163  1.7581506   1.00335611 -2.15664682  1.11072548  0.70075189
 -0.82628276 -2.74518762  2.16108367 -0.76627689  2.1229627   0.6755816
 -0.27183473  1.13889341 -0.64887231  3.07000028 -1.16329686 -0.14962979
  0.82407544  6.24223457 -4.32029629  1.31627158 -0.57406314  0.45555518
  3.94852641 -0.22810015 -0.75332034  1.66925747 -1.35738669  3.5281418
 -2.02107138 -2.65741604 -3.51336142 -3.21115355 -2.62078361  2.62885232
 -3.30108898 -6.11669378 -2.5622927  -2.69559865  9.02959219  3.38490629
  2.46117465  1.83337959 -0.58700208  2.93037608  1.22929563  0.71076656
  2.05038782  1.65484466  0.5907695  -0.50664976  0.17111302 -1.88184646
 -1.27112714 -0.17705198 -0.35741017 -1.79592749  2.23961273  0.77817114
 -0.54961218  2.42889047  1.46484466 -3.90997331  0.12293042  2.69369963
  2.40114237 -4.07144425  2.81959806 -1.27145599]"
Falcon Point Long/Short Qualified Fund,Hedge Fund,"(0, 0, 0)",479.3902666733514,"[-1.75 -2.98  0.82 -5.03  4.81  4.77  2.3   3.5   0.64  1.26  0.3  -0.94
 -2.91  2.17  1.59  0.05 -6.17  1.75 -0.15 -0.27 -1.6   4.39  2.93 -1.02
 -3.83 -2.   -0.95  0.28  3.47 -4.71 -2.99 -1.72  4.36  1.71  3.85 -2.99
  2.53  4.47  4.54  0.89  1.75  1.03  0.6   5.03  0.06  1.17 -4.24 -2.72
 -4.03  2.59 -4.59  2.85  0.86  5.8   0.94  1.58 -2.83  0.99 -1.02 -3.63
  2.16  2.91  2.77 -1.95 -2.81  0.34 -2.11 -1.1  -0.07 -3.31  3.2   1.51
  1.53  0.63  1.44 -3.15  0.3  -2.15  3.63  1.38 -2.8  -0.74  2.07 -0.89
 -0.5   1.25  1.01  0.83  2.    0.45 -0.28  0.84  4.26 -0.65 -2.11  2.15
  1.09 -1.59  1.13  4.54]"
Falcon Point Long/Short Fund,Hedge Fund,"(0, 0, 0)",480.7430712717058,"[-1.78 -3.11  0.85 -5.02  4.8   4.8   2.3   3.49  0.62  1.25  0.3  -0.93
 -2.9   2.17  1.69 -0.02 -6.19  1.34 -0.26 -0.26 -1.43  4.39  2.91 -1.01
 -3.83 -2.04 -0.96  0.28  3.45 -4.41 -2.88 -2.01  3.97  1.72  3.76 -3.13
  2.78  4.62  4.71  0.93  1.72  1.18  1.13  5.33 -0.26  1.32 -4.37 -2.78
 -3.98  2.64 -4.64  2.94  0.83  5.81  0.96  1.4  -3.34  1.06 -1.11 -3.62
  2.06  2.86  2.76 -1.98 -2.79  0.33 -2.1  -1.09 -0.13 -3.28  3.21  1.45
  1.48  0.61  1.47 -3.16  0.33 -2.19  3.67  1.37 -2.8  -0.73  2.1  -0.88
 -0.7   1.25  1.24  0.81  2.06  0.39 -0.33  0.84  4.24 -0.67 -2.13  2.12
  1.09 -1.56  1.14  4.63]"
Stornoway Recovery Fund LP,Hedge Fund,"(4, 0, 0)",481.34771296777495,"[ 0.57813534  9.32890084 -0.95246744 -1.64738326  1.0135657   3.34128134
  5.43682467 -0.25084564 -1.3987449  -3.2783759   3.15600463  1.39741086
 -0.68242524  3.85116791 -0.7755307  -1.83615957 -1.62806862 -4.73676916
  1.28836882 -5.67294798  9.75801583 -0.34930069 -1.23587313  0.57823238
  0.08733509  1.23412416 -1.12969438 -1.79874325 -0.68980256 -1.02041782
 -0.37352435  1.23048809  1.41295005 -0.59284995 -1.23649136 -0.65788106
  2.21183719  7.33877981 -1.95899315 -0.79804153  2.38078779  0.35697312
 -0.98312794  1.67013427  1.74589252  1.27154129 -0.91707942  0.34148746
 -0.10939844  6.79211587 -0.72876054 -2.92892472 -1.62009635 -5.0485471
 -5.13682544 -0.27310094 -2.05346896 -2.87211037  1.89792375  2.44085445
 -0.4981662   0.75804843  0.39947153 -0.37610263  0.04849191 -0.1732438
 -0.54089407  3.67757069 -1.34350199 -1.05221097 -0.08369644  1.31474057
  1.44525587 -0.64392615 -0.56065362 -0.62807987 -0.28951902  0.16659881
 -1.19337445 -0.75430152 -1.39288942  0.84854986 -1.25700135 -2.08864448
 -0.4195393  -2.86952719 -3.14672561 -0.61143479 -1.01879362 -1.28072655
 -2.2560299   0.69964074 -2.1905736   0.75242091 -1.41613114 -0.31078199
  1.56832642  4.52472954 -1.06007107  0.39940405]"
UBS (Lux) Equity Fund - Canada (CAD) P-acc,Hedge Fund,"(0, 0, 0)",483.4924106127385,"[-3.1  -4.28  3.01  1.35  3.11  1.89  1.74  4.16  1.4   3.61 -0.88 -1.5
 -1.17 -2.99 -3.54 -2.35 -9.03  4.82  0.11 -1.7   4.8   1.28 -1.66 -1.32
 -6.87  1.05 -0.39  3.31  2.88  1.23 -1.24  1.65  2.25  0.77 -0.38 -1.25
  1.58 -2.72  2.91  0.67  2.27  4.18  0.81  2.11 -0.94  4.87  0.46  2.14
  0.18  4.72  0.47  3.58 -2.88 -1.5  -0.94 -1.13 -1.33  4.49 -0.29  0.06
 -0.13 -2.   -1.47 -3.76 -4.39  2.64  4.4  -3.11 -4.76 -1.33  7.38 -0.68
  2.57 -1.5   3.99  1.47  1.42 -0.47  1.2   0.08 -1.29  0.49  0.13  1.67
 -0.05 -1.12 -1.62 -0.58  2.85  4.09 -0.77  1.05 -1.23 -2.15 -0.42  1.64
  2.81  0.54  1.2  -0.1 ]"
"Sandfly Partners, Ltd. ",Hedge Fund,"(0, 0, 0)",484.372131310983,"[-6.1418e+00 -3.1818e+00  3.8082e+00 -3.2418e+00  4.5382e+00  2.1182e+00
 -3.5180e-01  2.2682e+00  1.2282e+00  1.4282e+00  3.7820e-01  2.7482e+00
 -2.9618e+00 -2.9118e+00 -8.2180e-01 -3.7018e+00 -8.4118e+00  7.0382e+00
 -5.8180e-01 -5.8180e-01  3.2982e+00  9.8820e-01  2.1582e+00 -1.9118e+00
 -5.3618e+00  2.6282e+00 -1.7718e+00  5.7820e-01  3.1682e+00 -6.9180e-01
 -1.5180e-01  6.4820e-01  4.9282e+00  1.3282e+00  1.0482e+00  2.0782e+00
  6.2820e-01 -1.6218e+00  2.1282e+00 -2.6018e+00  2.4982e+00  1.2282e+00
  1.6582e+00 -3.7180e-01 -4.7618e+00  2.0982e+00  1.2482e+00 -1.2618e+00
  6.3820e-01  1.1182e+00 -3.1818e+00  8.7820e-01 -2.8518e+00  2.4782e+00
  9.4820e-01 -4.8180e-01 -3.5818e+00  2.5282e+00 -1.4318e+00 -6.7180e-01
 -1.8000e-03 -1.7618e+00  3.1820e-01 -6.3118e+00 -4.1518e+00  4.4182e+00
 -8.1180e-01 -2.1218e+00 -5.2318e+00  3.8200e-02  5.1482e+00  9.7820e-01
 -5.3180e-01 -1.8818e+00  2.3582e+00 -9.1800e-02 -2.1518e+00 -1.6718e+00
  5.4382e+00  9.6820e-01  5.0820e-01  1.9682e+00 -8.6180e-01 -2.1180e-01
 -9.0180e-01  1.3982e+00  1.7282e+00 -4.1180e-01  2.2082e+00 -2.1180e-01
  1.1782e+00 -4.2180e-01  2.5982e+00 -4.2718e+00 -1.0318e+00 -1.3318e+00
  5.6820e-01 -1.2018e+00  2.4982e+00  3.7820e-01]"
"Odin Raven Fund, L.P.",Hedge Fund,"(0, 0, 1)",492.1343213584233,"[-9.13798874e+00 -4.72606973e+00  3.57780079e+00 -3.03213060e+00
  3.92529672e+00  6.97445847e-01 -2.82843288e+00  2.88605424e+00
  1.39498062e-01  4.99242120e-02  9.20008774e-02  1.05042023e+00
 -4.67804255e-01 -5.61594319e-01 -9.90361300e-01 -4.83615569e+00
 -1.01156823e+01  4.43790759e+00 -4.69982888e-01 -8.52030254e-01
  3.78152374e+00  2.04867758e+00 -3.78057336e-01 -1.07363635e+00
 -7.18281867e+00  2.62476074e+00  1.69721438e+00  1.77161642e+00
  1.67650394e+00 -1.21252765e+00 -1.43061021e+00  1.37575243e+00
  3.40729329e+00 -6.20428986e-03  7.60769810e-01 -1.85762035e-01
 -1.25515891e+00 -2.57914053e+00  9.75936549e-01 -2.78270811e+00
  1.76520357e+00  2.94522076e+00  1.53133702e+00  1.18842509e+00
 -3.64019009e+00  2.39362518e+00  4.30965166e-01  1.82455017e-02
  3.95662106e-01  1.49118151e+00 -1.17960986e+00  1.11597650e+00
 -2.71468673e+00 -6.41185652e-01 -1.66287176e-01 -1.46126207e+00
 -3.17038087e+00  2.66763195e+00 -8.44207281e-01  6.23089086e-01
 -8.33113443e-02 -2.06465897e+00 -5.91117947e-01 -4.88626885e+00
 -3.91570971e+00  5.02849492e+00  7.38191047e-01 -7.50279946e-01
 -5.38811647e+00 -2.83612722e+00  5.14451464e+00  2.23140609e+00
  1.04850584e+00 -1.13818732e+00  2.86426497e+00  1.54513812e+00
 -2.48813374e-01 -1.46777520e+00  3.34831588e+00  3.03199459e+00
  2.07870009e+00  3.12795003e+00  2.17900349e-01  2.01561217e+00
  4.75326419e-01  1.30712199e+00  3.11356064e+00 -4.44978905e-01
  2.11297293e+00  8.34807881e-01 -4.09473416e-02  3.43817878e-01
  1.78080771e+00 -5.18165692e+00 -1.89481557e+00  1.02286697e+00
  4.26682458e-01 -2.22261145e+00  3.35727646e+00  3.37875606e-02]"
